,image,x,y,num
0,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,56,246,18
1,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,35,214,18
2,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,26,99,18
3,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,45,126,18
4,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,73,155,18
5,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,96,189,18
6,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,127,232,18
7,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,72,55,18
8,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,100,89,18
9,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,127,116,18
10,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,145,146,18
