,image,num of ppl
0,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/12/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_50.jpg,12
1,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/11/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_50.jpg,11
2,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/11/pocari-cm_1740.jpg_checked_256_256_30_30_0_110_50.jpg,11
3,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/13/pocari-cm_1740.jpg_checked_256_256_30_30_0_140_50.jpg,13
4,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/15/pocari-cm_1740.jpg_checked_256_256_30_30_0_170_50.jpg,15
5,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_200_50.jpg,17
6,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/16/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_50.jpg,16
7,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/16/pocari-cm_1740.jpg_checked_256_256_30_30_0_260_50.jpg,16
8,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_290_50.jpg,17
9,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_320_50.jpg,17
10,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_350_50.jpg,17
11,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_50.jpg,17
12,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_50.jpg,17
13,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_440_50.jpg,17
14,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_470_50.jpg,17
15,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_500_50.jpg,17
16,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/14/pocari-cm_1740.jpg_checked_256_256_30_30_0_530_50.jpg,14
17,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/13/pocari-cm_1740.jpg_checked_256_256_30_30_0_560_50.jpg,13
18,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/11/pocari-cm_1740.jpg_checked_256_256_30_30_0_590_50.jpg,11
19,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/10/pocari-cm_1740.jpg_checked_256_256_30_30_0_620_50.jpg,10
20,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/6/pocari-cm_1740.jpg_checked_256_256_30_30_0_650_50.jpg,6
21,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/4/pocari-cm_1740.jpg_checked_256_256_30_30_0_680_50.jpg,4
22,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/2/pocari-cm_1740.jpg_checked_256_256_30_30_0_710_50.jpg,2
23,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/0/pocari-cm_1740.jpg_checked_256_256_30_30_0_740_50.jpg,0
24,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/1/pocari-cm_1740.jpg_checked_256_256_30_30_0_770_50.jpg,1
25,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/2/pocari-cm_1740.jpg_checked_256_256_30_30_0_800_50.jpg,2
26,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/4/pocari-cm_1740.jpg_checked_256_256_30_30_0_830_50.jpg,4
27,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/7/pocari-cm_1740.jpg_checked_256_256_30_30_0_860_50.jpg,7
28,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/7/pocari-cm_1740.jpg_checked_256_256_30_30_0_890_50.jpg,7
29,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/7/pocari-cm_1740.jpg_checked_256_256_30_30_0_920_50.jpg,7
30,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/8/pocari-cm_1740.jpg_checked_256_256_30_30_0_950_50.jpg,8
31,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/16/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_80.jpg,16
32,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/15/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_80.jpg,15
33,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/15/pocari-cm_1740.jpg_checked_256_256_30_30_0_110_80.jpg,15
34,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/15/pocari-cm_1740.jpg_checked_256_256_30_30_0_140_80.jpg,15
35,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_170_80.jpg,17
36,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/19/pocari-cm_1740.jpg_checked_256_256_30_30_0_200_80.jpg,19
37,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_230_80.jpg,18
38,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_260_80.jpg,18
39,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_290_80.jpg,18
40,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_320_80.jpg,18
41,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/18/pocari-cm_1740.jpg_checked_256_256_30_30_0_350_80.jpg,18
42,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_80.jpg,17
43,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_80.jpg,17
44,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_440_80.jpg,17
45,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_470_80.jpg,17
46,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/17/pocari-cm_1740.jpg_checked_256_256_30_30_0_500_80.jpg,17
47,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/14/pocari-cm_1740.jpg_checked_256_256_30_30_0_530_80.jpg,14
48,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/13/pocari-cm_1740.jpg_checked_256_256_30_30_0_560_80.jpg,13
49,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/11/pocari-cm_1740.jpg_checked_256_256_30_30_0_590_80.jpg,11
50,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/10/pocari-cm_1740.jpg_checked_256_256_30_30_0_620_80.jpg,10
51,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/6/pocari-cm_1740.jpg_checked_256_256_30_30_0_650_80.jpg,6
52,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/4/pocari-cm_1740.jpg_checked_256_256_30_30_0_680_80.jpg,4
53,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/2/pocari-cm_1740.jpg_checked_256_256_30_30_0_710_80.jpg,2
54,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/0/pocari-cm_1740.jpg_checked_256_256_30_30_0_740_80.jpg,0
