,image,x,y,num
0,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_260.jpg,247,151,3
1,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_260.jpg,42,229,3
2,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_260.jpg,58,89,3
3,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_260.jpg,217,151,3
4,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_260.jpg,12,229,3
5,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_260.jpg,28,89,3
6,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_290.jpg,247,121,3
7,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_290.jpg,42,199,3
8,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_290.jpg,58,59,3
9,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_290.jpg,217,121,3
10,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_290.jpg,12,199,3
11,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_410_290.jpg,28,59,3
12,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/3/pocari-cm_1740.jpg_checked_256_256_30_30_0_380_320.jpg,247,91,3
