,image,x,y,num
0,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_230_140.jpg,171,242,5
1,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_230_140.jpg,200,148,5
2,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_230_140.jpg,11,176,5
3,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_230_140.jpg,65,189,5
4,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_230_140.jpg,229,102,5
5,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_170.jpg,203,253,5
6,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_170.jpg,141,212,5
7,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_170.jpg,170,118,5
8,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_170.jpg,35,159,5
9,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_170.jpg,199,72,5
10,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_170.jpg,173,253,5
11,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_170.jpg,111,212,5
12,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_170.jpg,140,118,5
13,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_170.jpg,5,159,5
14,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_170.jpg,169,72,5
15,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_170.jpg,113,253,5
16,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_170.jpg,51,212,5
17,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_170.jpg,80,118,5
18,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_170.jpg,109,72,5
19,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_170.jpg,248,171,5
20,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_170.jpg,83,253,5
21,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_170.jpg,21,212,5
22,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_170.jpg,50,118,5
23,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_170.jpg,79,72,5
24,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_170.jpg,218,171,5
25,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_200.jpg,203,223,5
26,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_200.jpg,141,182,5
27,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_200.jpg,170,88,5
28,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_200.jpg,35,129,5
29,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_200.jpg,199,42,5
30,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_200.jpg,173,223,5
31,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_200.jpg,111,182,5
32,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_200.jpg,140,88,5
33,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_200.jpg,5,129,5
34,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_200.jpg,169,42,5
35,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_200.jpg,113,223,5
36,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_200.jpg,51,182,5
37,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_200.jpg,80,88,5
38,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_200.jpg,109,42,5
39,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_200.jpg,248,141,5
40,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_200.jpg,83,223,5
41,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_200.jpg,21,182,5
42,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_200.jpg,50,88,5
43,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_200.jpg,79,42,5
44,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_380_200.jpg,218,141,5
45,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_230.jpg,203,193,5
46,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_230.jpg,141,152,5
47,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_230.jpg,170,58,5
48,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_230.jpg,35,99,5
49,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_260_230.jpg,199,12,5
50,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_230.jpg,173,193,5
51,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_230.jpg,111,152,5
52,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_230.jpg,140,58,5
53,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_230.jpg,5,99,5
54,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_290_230.jpg,169,12,5
55,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1320.jpg_checked_256_256_cropped/5/pocari-cm_1320.jpg_checked_256_256_30_30_0_350_230.jpg,113,193,5
