,image,x,y,num
0,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,119,200,7
1,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,119,192,7
2,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,46,245,7
3,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,173,142,7
4,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,160,241,7
5,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,222,6,7
6,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_290_170.jpg,234,27,7
7,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,89,200,7
8,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,89,192,7
9,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,16,245,7
10,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,143,142,7
11,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,130,241,7
12,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,192,6,7
13,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_320_170.jpg,204,27,7
14,/home/daisuke/Count-Annotator2 (copy)/pocari-cm.mp4_output/pocari-cm_1140.jpg_checked_256_256_cropped/7/pocari-cm_1140.jpg_checked_256_256_30_30_0_350_170.jpg,59,200,7
