,image,x,y,num
0,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,256,246,21
1,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,230,200,21
2,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,206,156,21
3,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,185,124,21
4,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,146,89,21
5,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,127,50,21
6,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,100,21,21
7,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,176,9,21
8,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,195,36,21
9,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,223,65,21
10,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,246,99,21
11,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,102,256,21
12,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,88,214,21
13,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,51,235,21
14,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,15,195,21
15,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,41,199,21
16,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,43,187,21
17,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,55,165,21
18,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,50,149,21
19,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,11,149,21
20,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_80_170.jpg,5,112,21
21,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,236,96,21
22,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,215,64,21
23,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,176,29,21
24,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,253,5,21
25,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,113,238,21
26,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,104,213,21
27,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,132,196,21
28,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,118,154,21
29,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,81,175,21
30,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,48,235,21
31,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,17,204,21
32,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,1,166,21
33,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,45,135,21
34,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,71,139,21
35,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,73,127,21
36,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,85,105,21
37,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,80,89,21
38,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,41,89,21
39,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,35,52,21
40,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,7,32,21
41,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_230.jpg,7,18,21
42,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,236,66,21
43,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,215,34,21
44,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,211,255,21
45,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,87,240,21
46,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,120,248,21
47,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,113,208,21
48,/home/daisuke/Workplace/Count-Annotator2/pocari-cm.mp4_output/pocari-cm_1740.jpg_checked_256_256_cropped/21/pocari-cm_1740.jpg_checked_256_256_30_30_0_50_260.jpg,104,183,21
